7.609005324320103014e+00,2.624526573966979193e+00,-1.382157252066041675e+00
7.322881624343692053e+00,3.084878545177298648e+00,-1.524101597214171822e+00
7.281457999999999764e+00,3.219504999999999839e+00,-1.874933813102333202e+00
7.753252975024834903e+00,3.194369284352179594e+00,-1.687925887462748298e+00
8.043098785118674598e+00,2.902519790966139546e+00,-1.161328483250025023e+00
8.215854028821357957e+00,2.099707577972951711e+00,-8.554517110970336624e-01
8.388744745675774439e+00,1.168218275791695238e+00,-1.067564108852752103e+00
8.578034336147323913e+00,8.308431239388798240e-01,-1.233162747375644797e+00
8.658355948804569380e+00,7.670050000000000479e-01,-1.010148399716392031e+00
8.670647744586105432e+00,5.925377608332875745e-01,-8.704384657433461570e-01
8.737629999999999342e+00,2.613683522779347568e-01,-1.148867059421209813e+00
8.268111508377423036e+00,-1.340885369773975322e-01,-1.231308456044770905e+00
8.344579085723886180e+00,-6.219458830541848560e-01,-7.817762505209404633e-01
8.653750996761729652e+00,-6.732707436486254915e-01,-2.139144993391036698e-01
8.568926466360554883e+00,-1.235909477836784620e-01,-3.706005485249034281e-01
8.761218274726314093e+00,4.899067051915468318e-01,-3.313286384041260191e-01
8.941578447554258346e+00,1.415334525658161480e-01,-2.552137284245015736e-01
1.346763613765560308e-01,6.515109684886741803e+00,-6.668332999999999622e+00
1.922003200000000078e-01,6.466908438535643455e+00,-6.582842469154752685e+00
1.922003200000000078e-01,6.289616192118119287e+00,-6.590795170942024050e+00
1.488721134423094117e-01,6.400090999999999752e+00,-6.556692537452715186e+00
3.576659307275003030e-01,6.364560829398328679e+00,-6.671123614835213544e+00
5.165048769482067925e-01,6.323450000000000237e+00,-6.489856783318248112e+00
6.088763416545118767e-01,6.395243566355083509e+00,-6.402514685198172906e+00
7.425712571707265841e-01,6.264300096996268330e+00,-6.490618553684877057e+00
7.532753907237694779e-01,6.239568764335346351e+00,-6.657472091779188972e+00
6.903643600000000102e-01,6.373899323124644134e+00,-6.758069470088682529e+00
7.261861966383618139e-01,6.543378533513552142e+00,-6.852439583835296055e+00
6.689450273955296344e-01,6.652268543516329125e+00,-6.718199563938907382e+00
4.664114044129558101e-01,6.440297469849493694e+00,-6.609909772863400867e+00
3.920570815377670826e-01,6.130370736348413452e+00,-6.939531127303174785e+00
5.194457215004217865e-01,6.087649160746630983e+00,-7.154738752177464356e+00
5.022063379465693256e-01,6.285129999999999661e+00,-7.076082538997089166e+00
5.799354312961875202e-01,6.213709462834559716e+00,-6.865154862834559779e+00
8.307358270502391839e-01,6.048855369895210998e+00,-6.856656141839685858e+00
1.081777399750257551e+00,6.047680402884147988e+00,-6.813404427751185821e+00
1.155153997166857849e+00,6.140092140433548451e+00,-6.665035735222094360e+00
1.215686680169109080e+00,6.348191289043660923e+00,-6.542210015605000706e+00
9.907259672215295021e-01,6.379897313776323742e+00,-6.398023838340490599e+00
7.077724115595165344e-01,6.303706110723052092e+00,-6.594028557107791677e+00
4.604424999999999768e-01,6.025907602314809708e+00,-6.515051999999999843e+00
4.604424999999999768e-01,6.227907090396632483e+00,-6.437381187741401334e+00
3.830270836445865412e-01,6.362545285041198539e+00,-6.208489400000000380e+00
2.519394003194228016e-01,6.493633127892515233e+00,-6.180878408106726063e+00
4.635078156985050768e-02,6.588719724215568618e+00,-6.170168999999999571e+00
-3.321740917106996149e-01,6.508997281125975753e+00,-6.375891986531119215e+00
-7.171062606304543507e-01,6.630012999999999934e+00,-6.213679946896444761e+00
-9.851622733120874997e-01,6.577816063343956188e+00,-6.131848999999999883e+00
-1.139874718495884842e+00,6.623922356259948963e+00,-6.061298675528130175e+00
-1.264293953825799566e+00,6.768481846121279233e+00,-6.140221979594452151e+00
-1.400917725841638983e+00,7.241907080844786293e+00,-6.509402063061261678e+00
-1.429242214348479090e+00,7.776094014568155188e+00,-6.427597917197745758e+00
-1.351460876487229124e+00,7.859878925495743296e+00,-6.396474765067416079e+00
-1.206886581901835509e+00,7.287731291829365965e+00,-6.553372399999999764e+00
-9.891451173976968381e-01,6.616844162401347873e+00,-6.567243099143145635e+00
-7.040254556125837837e-01,6.208098127466986860e+00,-6.568622145901821696e+00
-5.802413664230793300e-01,5.970424210865124870e+00,-6.553372399999999764e+00
